Codigo;Denominacion;Costo;U.M Compra;rubro_id;subrubro_id;descripcion
0829;Mosquitero Fijo;0.00;Unidad;6;15;
0830;Mosquitero Corredizo;0.00;Unidad;6;15;
0831;Mosquitero de Rebatir;0.00;Unidad;6;15;
0832;Mosquitero de Enrollar;0.00;Unidad;6;15;
0833;Mosquitero Plisado;0.00;Unidad;6;15;
0834;Premarco;0.00;Unidad;6;15;
0835;Tapajuntas;0.00;Unidad;6;15;
0836;Caño Estructural;0.00;Unidad;12;41;
0837;Hierro Angulo;0.00;Unidad;12;42;
0838;Planchuela;0.00;Unidad;12;45;
0839;Tubo Redondo Estructural;0.00;Unidad;12;46;
0840;Hierro Liso;0.00;Unidad;12;43;
0841;Hierro Torsionado;0.00;Unidad;12;44;
