Codigo;Denominacion;Costo;U.M Compra;rubro_id;subrubro_id;descripcion
0508;Baldosa Hierro Vitra P2020 Incolora 20x20x2.5 (75);0.00;Unidad;3;10;
0509;Baldosa Contra Incendio F30 BG 19x19x8 (663);0.00;Unidad;3;9;
0510;Baldosa Contra Incendio F60 BG 19x19x16 (668);0.00;Unidad;3;9;
0511;Baldosa Contra Incendio F90 BG 19x19x16 (669);0.00;Unidad;3;9;
0512;Piso F6+P1+F6 (280-00);0.00;Unidad;17;54;
0513;Piso F6+P1+F8 (281-00);0.00;Unidad;17;54;
0514;Piso F8+P1+F8 (282-00);0.00;Unidad;17;54;
0515;Piso F8+P1+F10 (283-00);0.00;Unidad;17;54;
0516;Piso F8+P1+F10 (283-00);0.00;Unidad;17;54;
0517;Piso F10+P1+F10 (284-00);0.00;Unidad;17;54;
0518;Piso F12+P1+F12 (285-00);0.00;Unidad;17;54;
0519;Piso F10+P1+F10+P1+F10 (286-00);0.00;Unidad;17;54;
0520;Bloque Piso 50x50 4 Baldosas (638-00);0.00;Unidad;4;13;
0521;Bloque Piso 50x70 6 Baldosas (641-00);0.00;Unidad;4;13;
0522;Bloque Piso 50x90 8 Baldosas (623-00);0.00;Unidad;4;13;
0523;Bloque Piso 50x110 10 Baldosas (642-00);0.00;Unidad;4;13;
0524;Bloque Piso 50x130 12 Baldosas (624-00);0.00;Unidad;4;13;
0525;Bloque Piso 70x70 9 Baldosas (640-00);0.00;Unidad;4;13;
0526;Bloque Piso 70x90 12 Baldosas (640-00);0.00;Unidad;4;13;
0527;Bloque Piso 70x70 9 Baldosas (855-00);0.00;Unidad;4;13;
0528;Bloque Piso 70x70 9 Baldosas (855-00);0.00;Unidad;4;13;
0529;Bloque Piso 70x110 15 Baldosas (643-00);0.00;Unidad;4;13;
0530;Bloque Piso 70x130 18 Baldosas (639-00);0.00;Unidad;4;13;
0531;Bloque Pared 27x107 5 Ladrillos (457-00);0.00;Unidad;4;12;
0532;Bloque Pared 27x127 6 Ladrillos (457-01);0.00;Unidad;4;12;
0533;Bloque Pared 47x67 6 Ladrillos (457-02);0.00;Unidad;4;12;
0534;Bloque Pared 47x87 8 Ladrillos (457-03);0.00;Unidad;4;12;
0535;Bloque Pared 47x107 10 Ladrillos (457-04);0.00;Unidad;4;12;
0536;Bloque Pared 67x67 9 Ladrillos (457-05);0.00;Unidad;4;12;
0537;Bloque Pared 67x87 12 Ladrillos (457-06);0.00;Unidad;4;12;
0538;P14SFCAA-Freno Piso Superfren Com ' Aa' ;376.41;Unidad;8;22;
0539;P14SFCA-Freno Piso Superfren Com ' A' ;347.68;Unidad;8;22;
0540;P14SFCB-Freno Piso Superfren Com 'B' ;347.68;Unidad;8;22;
0541;P14SFCC-Freno Piso Superfren Com 'C';347.68;Unidad;8;22;
0542;P14SFMAA-Freno Piso Superfren Maq ' Aa';344.27;Unidad;8;22;
0543;P14SFMA-Freno Piso Superfren Maq 'A';344.27;Unidad;8;22;
0544;P14SFMB-Freno Piso Superfren Maq 'B';344.27;Unidad;8;22;
0545;P14SFMC-Freno Piso Superfren Maq 'C';344.27;Unidad;8;22;
0546;P14SFCPA-Freno Piso Superfren Com P/Pe 'A';426.91;Unidad;8;23;
0547;P14SFCPB-Freno Piso Superfren Com P/Pe 'B';428.44;Unidad;8;23;
0548;P14SFCPC-Freno Piso Superfren Com P/Pe 'C';426.91;Unidad;8;23;
0549;P14SFC135A-Freno Piso Superfren Com 135º 'A' ;426.91;Unidad;8;21;
0550;P14SFAC-Accesorio P/P14SF: Custodia;116.29;Unidad;2;2; Caja Del Freno Que Se Embute En Piso
0551;P14SFATAI-Accesorio P/P14SF: Tapa Inoxidable;116.29;Unidad;2;2;
0552;P14SFATB-Accesorio P/P14SF: Tapa Bronce;116.29;Unidad;2;2;
0553;P14SFAB-Accesorio P/P14SF: Bieleta ;128.53;Unidad;2;2;Adaptador Para Puertas Metalicas
0554;P15DB-Freno Aereo Dorma Blanco;223.39;Unidad;8;20;
0555;P15DN-Freno Aereo Dorma Negro;223.39;Unidad;8;20;
0556;P15SFAS-Accesorio P/P15SF: Soporte;31.80;Unidad;2;3;" Chapa En ""U"" Para Instalar Freno En Pta. De Cristal"
0557;F43P-Pasador P/Ban Basculante P;123.06;Unidad;10;36;
0558;P21P-Pasador Esqui P;53.95;Unidad;10;36;
0559;P20SGP-Pasador Inf/Sup Chi P;78.21;Unidad;10;36;
0560;P20P-Pasador Inf/Sup Gra P;103.70;Unidad;10;36;
0561;P22P-Pasador Cen Simple Accion P;75.88;Unidad;10;36;
0562;P23P-Pasador Cen Doble Acccion P;80.76;Unidad;10;36;
0563;P20MP-Mecanismo P/P20 P;40.97;Unidad;10;36;
0564;P49P-Cierradura Tipo Clip P;116.81;Unidad;10;36;
0565;P01SGSFP-Pivot Inf Chi C/Vuelo P/P14SF P;79.62;Unidad;10;30;
0566;P01SFP-Pivot Inf Gra C/Vuelo P/P14SF P;103.53;Unidad;10;30;
0567;P02SGP-Pivot Inf Chi C/Vuelo P;71.82;Unidad;10;30;
0568;P02P-Pivot Inf Gra C/Vuelo P;108.68;Unidad;10;30;
0569;P03SGPD-Pivot Inf Chi S/Vuelo PD;95.92;Unidad;10;30;
0570;P03SGPI-Pivot Inf Chi S/Vuelo PI;95.92;Unidad;10;30;
0571;P03PD-Pivot Inf Gra S/Vuelo PD;82.60;Unidad;10;30;
0572;P03PI-Pivot Inf Gra S/Vuelo PI;82.60;Unidad;10;30;
0573;P04SGPD-Pivot Inf Chi S/Vuelo Exce PD;81.98;Unidad;10;30;
0574;P04SGPI-Pivot Inf Chi S/Vuelo Exce PI;81.98;Unidad;10;30;
0575;P04PD-Pivot Inf Gra S/Vuelo Exce PD;70.62;Unidad;10;30;
0576;P04PI-Pivot Inf Gra S/Vuelo Exce PI;70.62;Unidad;10;30;
0577;P05SGP-Pivot Sup Chi C/Vuelo P;72.18;Unidad;10;30;
0578;P05P-Pivot Sup Gra C/Vuelo P;85.39;Unidad;10;30;
0579;P05SGAP-Pivot Sup Chi C/Vuelo Y Buje P;86.07;Unidad;10;30;
0580;P05SGBPD-Pivot Sup Chi C/Vuelo Y Buje A Muro PD;156.29;Unidad;10;30;
0581;P05SGBPI-Pivot Sup Chi C/Vuelo Buje A Muro PI;156.29;Unidad;10;30;
0582;P05EP-Pivot Sup C/Vuelo. Buje Y Amure P;262.39;Unidad;10;30;
0583;P05M-Mecanismo P/P05;30.00;Unidad;10;30;
0584;P06SGPD-Pivot Sup Chi S/Vuelo PD;99.68;Unidad;10;30;
0585;P06SGPI-Pivot Sup Chi S/Vuelo PI;99.68;Unidad;10;30;
0586;P06PD-Pivot Sup Gra S/Vuelo PD;90.04;Unidad;10;30;
0587;P06PI-Pivot Sup Gra S/Vuelo PI;90.04;Unidad;10;30;
0588;P07SGPD-Pivot Sup Chi S/Vuelo Exce PD;96.35;Unidad;10;30;
0589;P07SGPI-Pivot Sup Chi S/Vuelo Exce PI;96.35;Unidad;10;30;
0590;P07PD-Pivot Sup Gra S/Vuelo Exce PD;87.17;Unidad;10;30;
0591;P07PI-Pivot Sup Gra S/Vuelo Exce PI;87.17;Unidad;10;30;
0592;P16P-Pivot Libre P/Piso P;22.86;Unidad;10;30;
0593;P05M-Mecanismo P/P05;30.00;Unidad;10;30;
0594;EAL-Equipo Automatico Liviano;13020.00;Unidad;10;30;
0595;Frente Flexible 1 Curva Ml ;1600.00;Unidad;10;30;
0596;P10ASGP-Pivot C/Carro P/Ptas Hasta 50kg P ;119.30;Unidad;10;33;
0597;P10AP-Pivot C/Carro P/Ptas Hasta 100kg P ;165.07;Unidad;10;33;
0598;P31P-Guia P/Ptas Corredizas P;50.54;Unidad;10;33;
0599;P30-Tope P/Perfil Roma;21.69;Unidad;10;33;
0600;P38BP-Articulado Inf/Sup P/Pleg C/Pasa P ;391.27;Unidad;10;34;
0601;P39PD-Articulado Sup C/Carro P/Pleg PD;441.67;Unidad;10;34;
0602;P39PI-Articulado Sup C/Carro P/Pleg PI;441.67;Unidad;10;34;
0603;P40PD-Articulado Inf C/Patin P/Pleg PD;383.10;Unidad;10;34;
0604;P40PI-Articulado Inf C/Patin P/Pleg PD;383.10;Unidad;10;34;
0605;P41PD-Pivot Inf Esqui Gra C/Patin P/Pleg PD;154.02;Unidad;10;34;
0606;P41PI-Pivot Inf Esqui Gra C/Patin P/Pleg PI;154.02;Unidad;10;34;
0607;P41APD-Pivot Inf Esqui Chi C/Patin P/Pleg PD;77.02;Unidad;10;34;
0608;P41API-Pivot Inf Esqui Chi C/Patin P/Pleg PI;77.02;Unidad;10;34;
0609;P41BPD-Pivot Sup C/Carro P/Pleg PD;215.95;Unidad;10;34;
0610;P41BPI-Pivot Sup C/Carro P/Pleg PI;215.95;Unidad;10;34;
0611;P17SGBPD-Cerradura Inf/Sup Chi A Piso PD;127.87;Unidad;10;29;
0612;P17SGBPI-Cerradura Inf/Sup Chi A Piso PI;127.87;Unidad;10;29;
0613;P17BPD-Cerradura Inf/Sup Gra A Piso PD;147.43;Unidad;10;29;
0614;P17BPI-Cerradura Inf/Sup Gra A Piso PI;147.43;Unidad;10;29;
0615;P21AP-Cerradura Inf/Sup Cerrojo Esqui P;136.46;Unidad;10;29;
0616;P17MBSG-Mecanismo P/P17sg A Piso;78.56;Unidad;10;29;
0617;P17BM-Mecanismo P/P17b A Piso;77.13;Unidad;10;29;
0618;P08P-Bisagra P/Ptas Hasta 50kg P;105.51;Unidad;10;27;
0619;P58P-Bisagra A Muro S/Traba P;135.27;Unidad;10;27;
0620;P58DP-Bisagra Vidrio/Vidrio S/Traba P;142.86;Unidad;10;27;
0621;P63AP-Bisagra A Muro C/Traba P;231.46;Unidad;10;27;
0622;P63BP-Bisagra Vidrio/Vidrio C/Traba P C/U;191.79;Unidad;10;27;
0623;F41P-Pivot P/Ban Basculante P;47.48;Unidad;10;37;
0624;F42PD-Buje P/Ban Basculante PD;56.70;Unidad;10;37;
0625;F42PI-Buje P/Ban Basculante PI;56.70;Unidad;10;37;
0626;F42AP-Buje P/Ban Basculante C/Cvc P;96.43;Unidad;10;37;
0627;P18P-Cerradura Cen Schlage C/Traba Int P;255.13;Unidad;10;28;
0628;P34P-Cerradura Montante Simple Accion P;133.99;Unidad;10;28; Incluye Cerradura Y Contra A Vidrio
0629;P51SGPD-Cerradura Cen Chi PD;145.45;Unidad;10;28;
0630;P51SGPI-Cerradura Cen Chi PI;145.45;Unidad;10;28;
0631;P17MSG-Mecanismo P/P17SG/P51SG A Muro;78.56;Unidad;10;28;
0632;P53BPD-Cerradura Cen C/Tir Meta P/Pleg PD;477.12;Unidad;10;28;
0633;P53BPI-Cerradura Cen C/Tir Meta P/Pleg PI;477.12;Unidad;10;28;
0634;P55APD-Cerradura Cen S/Tir PD;258.86;Unidad;10;28;
0635;P55API-Cerradura Cen S/Tir PI;258.86;Unidad;10;28;
0636;P55NPD-Cerradura Cen S/Tir P/PE PD;418.92;Unidad;10;28;
0637;P55NPI-Cerradura Cen S/Tir P/Pe PI;418.92;Unidad;10;28;
0638;F28P-Contrapasa P/P22 P ;70.31;Unidad;10;26;
0639;F34P-Contracerr C/Bat P/P18 P ;74.34;Unidad;10;26;
0640;F35P-Contracerr P/P49 P;47.01;Unidad;10;26;
0641;F44P-Contrapasa P/F43 P ;55.84;Unidad;10;26;
0642;P35P-Pasador Montante Simple Accion P ;75.05;Unidad;10;26;
0643;P35AP-Contrapasa Montante P/P35 P ;66.41;Unidad;10;26;
0644;P65P-Contracerr C/Bat P/P51 P ;84.14;Unidad;10;26;
0645;P66P-Contracerr A Muro C/Bat P/P51SG P;12.57;Unidad;10;26;
0646;P56AP-Contracerr P55A P ;192.00;Unidad;10;26;
0647;P56NPD-Contracerr S/Tir C/Bat P/P55N PD;296.70;Unidad;10;26;
0648;P56NPI-Contracerr S/Tir C/Bat P/P55N PI;296.70;Unidad;10;26;
0649;P57BP-Contracerr A Muro P/P53A O P55A P;32.71;Unidad;10;26;
0650;P57NPD-Contracerr C/Bat Y Pe P/P53N/P55N PD;110.27;Unidad;10;26;
0651;P57NPI-Contracerr C/Bat Y PE P/P53N/P55N PI;110.27;Unidad;10;26;
0652;F01SGPD-Sosten Ban Chi C/Vuelo Y Amure PD;83.08;Unidad;10;25;
0653;F01SGPI-Sosten Ban Chi C/Vuelo Y Amure PI;83.08;Unidad;10;25;
0654;F01PD-Sosten Ban Gra C/Vuelo Y Amure PD;114.92;Unidad;10;25;
0655;F01PI-Sosten Ban Gra C/Vuelo Y Amure PI;114.92;Unidad;10;25;
0656;F02PD-Sosten Ban S/Vuelo Y A Mure PD;84.42;Unidad;10;25;
0657;F02PI-Sosten Ban S/Vuelo Y A Mure PI;84.42;Unidad;10;25;
0658;F03PD-Sosten Ban C/Vuelo Exce Y Amure PD;84.42;Unidad;10;25;
0659;F03PI-Sosten Ban C/Vuelo Exce Y Amure PI;84.42;Unidad;10;25;
0660;F09SGPD-Sosten Ban Chi C/Vuelo. PF Y Cvc PD;186.21;Unidad;10;25;
0661;F09SGPI-Sosten Ban Chi C/Vuelo. PF Y Cvc PI;186.21;Unidad;10;25;
0662;F09PD-Sosten Ban Gra C/Vuelo. PF Y Cvc PD;194.04;Unidad;10;25;
0663;F09PI-Sosten Ban Gra C/Vuelo. PF Y Cvc PI;194.04;Unidad;10;25;
0664;F10SGPD-Sosten Ban Chi C/Vuelo. PF Y Cvl PD;202.43;Unidad;10;25;
0665;F10SGPI-Sosten Ban Chi C/Vuelo. PF Y Cvl PI;202.43;Unidad;10;25;
0666;F10PD-Sosten Ban Gra C/Vuelo. PF Y Cvl PD;175.62;Unidad;10;25;
0667;F10PI-Sosten Ban Gra C/Vuelo. PF Y Cvl PI;175.62;Unidad;10;25;
0668;F11SGP-Sosten Ban Doble Chi C/Vuelo Y Cvc P;257.62;Unidad;10;25;
0669;F11P-Sosten Ban Doble Gra C/Vuelo Y Cvc P;354.80;Unidad;10;25;
0670;F38PD-Sosten Ban C/Vuelo Y 1 PF A 90º PD;163.81;Unidad;10;25;
0671;F38PI-Sosten Ban C/Vuelo Y 1 PF A 90º PI;163.81;Unidad;10;25;
0672;F38APD-Sosten Ban C/Vuelo Y 1 PF A 90º C/Tr PD;163.81;Unidad;10;25;
0673;F38API-Sosten Ban C/Vuelo Y 1 PF A 90º C/Tr PI;163.81;Unidad;10;25;
0674;F45SGPD-Sosten Ban Chi C/Vuelo PD;164.55;Unidad;10;25;
0675;F45SGPI-Sosten Ban Chi C/Vuelo PI;164.55;Unidad;10;25;
0676;F45PD-Sosten Ban Gra C/Vuelo PD;188.68;Unidad;10;25;
0677;F45PI-Sosten Ban Gra C/Vuelo PI;188.68;Unidad;10;25;
0678;P11P-Buje Sup C/Amure A Dintel P;15.06;Unidad;10;25;
0679;F46AC-F46AC-Soporte Araña 1 Via Cromado ;212.29;Unidad;10;38;
0680;F46BC-F46BC-Soporte Araña 2 Vias Cromado ;223.53;Unidad;10;38;
0681;F46CC-Soporte Araña 3 Vias C/U ;249.61;Unidad;10;38;
0682;F46DC-F46DC-Soporte Araña 4 Vias Cromado ;296.29;Unidad;10;38;
0683;F47-F47C-Rotula Para Soporte Araña Cromado ;107.56;Unidad;10;38;
0684;F04P-Soporte Simple A Muro P;38.53;Unidad;10;31;
0685;F07P-Soporte 2 Cris C/Amure P;70.55;Unidad;10;31;
0686;F08P-Soporte 2 Cris Y Cv C/Amure P;107.22;Unidad;10;31;
0687;F12P-Soporte 4 Cris P ;134.89;Unidad;10;31;
0688;F13P-Soporte 4 Cris Y Cvc P;167.71;Unidad;10;31;
0689;F14P-Soporte 4 Cris Y Cvl P ;209.13;Unidad;10;31;
0690;F15PD-Soporte 3 Cris Y Cvc PD;157.21;Unidad;10;31;
0691;F15PI-Soporte 3 Cris Y Cvc PI;157.21;Unidad;10;31;
0692;F15APD-Soporte 3 Cris Y Cvc P/Bas PD;144.10;Unidad;10;31;
0693;F15API-Soporte 3 Cris Y Cvc P/Bas PI;144.10;Unidad;10;31;
0694;F15BPD-Soporte 3 Cris Y Cvc P/Bas C/Bat PD;168.12;Unidad;10;31;
0695;F15BPI-Soporte 3 Cris Y Cvc P/Bas C/Bat PI;168.12;Unidad;10;31;
0696;F16PD-Soporte 3 Cris Y Cvl PdD;173.97;Unidad;10;31;
0697;F16PI-Soporte 3 Cris Y Cvl PI;173.97;Unidad;10;31;
0698;F17PD-Soporte 3 Cris Y Cvc C/Bat Con PD;156.29;Unidad;10;31;
0699;F17PI-Soporte 3 Cris Y Cvc C/Bat Con PI;156.29;Unidad;10;31;
0700;F17BPD-Soporte 3 Cris Y Cvc C/Bat Ado PD;141.56;Unidad;10;31;
0701;F17BPI-Soporte 3 Cris Y Cvc C/Bat Ado PI;141.56;Unidad;10;31;
0702;F18PD-Soporte 3 Cris Y Cvl C/Bat Con PD;175.25;Unidad;10;31;
0703;F18PI-Soporte 3 Cris Y Cvl C/Bat Con PI;175.25;Unidad;10;31;
0704;F18BPD-Soporte 3 Cris Y Cvl C/Bat Ado PD;158.15;Unidad;10;31;
0705;F18BPI-Soporte 3 Cris Y Cvl C/Bat Ado PI;158.15;Unidad;10;31;
0706;F19P-Soporte 2 Cris P ;69.90;Unidad;10;31;
0707;F20P-Soporte 3 Cris C/Bat Con P;119.57;Unidad;10;31;
0708;F20AP-Soporte 3 Cris P;99.76;Unidad;10;31;
0709;F20BP-Soporte 3 Cris C/Bat Ado P ;131.29;Unidad;10;31;
0710;F21P-Soporte 2 Cris Nucleo Cerrado P;65.46;Unidad;10;31;
0711;F22P-Soporte 2 Cris A 90º C/Amure P;108.08;Unidad;10;31;
0712;F22AP-Soporte Cris A 90º S/Amure P;84.38;Unidad;10;31;
0713;F23P-Soporte 4 Cris A 90º P;276.42;Unidad;10;31;
0714;F23BP-Soporte 4 Cris A 90º C/Tr P ;286.81;Unidad;10;31;
0715;F23CPD-Soporte 3 Cris A 90º C/Bat Ado PD;248.80;Unidad;10;31;
0716;F23CPI-Soporte 3 Cris A 90º C/Bat Ado PI;248.80;Unidad;10;31;
0717;F23DPD-Soporte 3 Cris A 90º C/Bat Ado Y Tr PD;248.80;Unidad;10;31;
0718;F23DPI-Soporte 3 Cris A 90º C/Bat Ado Y Tr PI;248.80;Unidad;10;31;
0719;F24P-Soporte Simple P;33.20;Unidad;10;31;
0720;F25P-Soporte Simple C/Bat Ado P;51.04;Unidad;10;31;
0721;F26P-Soporte 2 Cris Chi P;101.59;Unidad;10;31;
0722;F26BP-Soporte 2 Cris Gra P;186.92;Unidad;10;31;
0723;F27P-Soporte 2 Cris Chi C/Bat P;99.23;Unidad;10;31;
0724;F27BP-Soporte 2 Cris Gra C/Bat P;168.93;Unidad;10;31;
0725;F39P-Soporte 2 Cris A 135º P ;198.29;Unidad;10;31;
0726;F39AP-Soporte 2 Cris A 135º C/Tr P ;198.29;Unidad;10;31;
0727;F40P-Soporte 4 Cris A 135º P ;260.15;Unidad;10;31;
0728;F40AP-Soporte 4 Cris A 135º C/Tr P ;312.55;Unidad;10;31;
0729;F100-Soporte 2 Cris Y Cv C/Amure Hº ;133.89;Unidad;10;31;Soporte De Hierro Para Frentes De Mas De 3000 Mm De Alto Para Contravientos De 300. 350 Y 400 Mm
0730;P01ZSF-Pivot Inf P/Zocalon P/P14SF;56.50;Unidad;10;32;
0731;P02Z-Pivot Inf. P/Zocalon Uni ;34.82;Unidad;10;32;
0732;P05Z-Pivot Sup P/Zocalon ;35.45;Unidad;10;32;
0733;P17Z-Cerradura Inf/Sup P/Zocalon;160.14;Unidad;10;32;
0734;P21Z-Pasador P/Zocalon;72.90;Unidad;10;32;
0735;P41ZC-Pivot Sup C/Carro P/Zocalon ;74.15;Unidad;10;32;
0736;P41ZP-Pivot Inf C/Patin P/Zocalon;74.15;Unidad;10;32; PEYZ-Accesorio P/Zocalo: Soporte Union Cristal / Zocalo No Posee Precio. Incluido En El Zocalon
0737;PEYZG-Accesorio P/Zocalo: Tapa Gris;3.82;Unidad;10;32;
0738;PEAI-Perfil 'U' Aº Iº 15x25 X 2.44 Mt Ml;31.81;Unidad;16;53;" ""U"" Que Se Embute En Piso Para Usar De Guia"
0739;Per-Perfil Roma 40x47 X 3/6 Mt Ml ;47.30;Unidad;16;53;Perfil Superior Para Alojar Carros
0740;PEAN25-Perfil 'U' Alu Anod Nat 15x25 X 3/6 Mt Ml ;13.90;Unidad;16;53;
0741;PEAN40-Perfil 'U' Alu Anod Nat 15x40 X 3/6 Mt Ml ;21.50;Unidad;16;53;
0742;PEANZ-Perfil Zocalo Alu Anod Nat (Tgt) Ml;117.60;Unidad;16;53;" Conocido Comunmente Como ""Zocalon"""
0743;PEANYZ-Perfil P/Zocalo Anod Nat (Tgi) Ml ;37.70;Unidad;16;53;"Este Perfil Va Dentro Del Zocalon. Cuando Se Utiliza El Zocalon ""Tgt"" Para Paños Fijos"
0744;Perfil P/Profilit Dintel Alu 950 Ml ;26.57;Unidad;16;53;
0745;Perfil P/Profilit Umbral Alu 961 Ml ;28.02;Unidad;16;53;
0746;Perfil P/Profilit Dintel Simple Pvc 962/1 Ml ;9.26;Unidad;16;53;
0747;Perfil P/Profilit Umbral Simple Pvc 961/1 Ml ;5.43;Unidad;16;53;
0748;Perfil P/Profilit Dintel Doble Pvc 262/2 Ml ;9.26;Unidad;16;53;
0749;Perfil P/Profilit Umbral Doble Pvc 961/2 Ml ;5.74;Unidad;16;53;
0750;Burlete Goma Por 2.47 Mts.;23.06;Unidad;5;14;" Burlete Transparente Para 10 Mm Existen Dos Modelos: Tipo ""F"" Para Encuentro De Paños A 90º - Tipo ""4"" Para Encuentro De Paños A 180º"
0751;Perfil Encuentro C/Burlete X 2.44 M;82.52;Unidad;5;14; Va En La Parte Anterior De Las Puertas Corredizas
0752;Perfil Peine C/Burlete X 2.44 M ;82.52;Unidad;5;14;"Va En La Parte Posterior De Las Puertas Corredizas Los Perfiles Encuentro Y Peine Constan De: A - Perfil ""U"" De Aluminio C/Guia P/Burlete Exterior - B - Burlete ""U"" De Goma Para El Interior De La ""U"" - C - Burlete De Goma Exterior A La ""U"""
0753;MP101P-Manijon Aº Iº Curvo Perf A 550 mm;291.89;Unidad;10;35;
0754;MP102P-Manijon Aº Iº Curvo Perf A 200 mm;132.56;Unidad;10;35;
0755;MP103P-Manijon Aº Iº Curvo Perf A 150 mm;132.56;Unidad;10;35;
0756;"MP107P-Manijon Cromado ""L"" Perf A 550/200 mm";92.99;Unidad;10;35;
0757;MP107B-Manijon Bce 'L' Perf A 550/200 mm;90.27;Unidad;10;35;
0758;P64BDP-Tirador Meta Esferico P;66.68;Unidad;10;35;
0759;P64BDP-Tirador Meta Esferico P;66.68;Unidad;10;35;
0760;P64P-Cubeta P/Pta Corrediza P;37.31;Unidad;10;35;
0761;P27P-Gemelo P/Manijon Cris Doble P;24.27;Unidad;10;35;
0762;MCI-Manijon Cris 10 Mm Inc 150x250;23.89;Unidad;10;35;
0763;MT50-Manijon Alu Anod Natural Ø 50 mm Ml ;57.36;Unidad;10;35;
0764;P27YV-Accesorio P/MT50 A Vidrio;23.80;Unidad;10;35;
0765;P27YZ-Accesorio P/MT50 A Zocalo;23.80;Unidad;10;35;
0766;Reg-Accesorio P/MT50: Regaton;3.87;Unidad;10;35;
0767;Soporte de Bronce p/ Estante 6mm;0.00;Unidad;2;5;
0768;Soporte de Bronce p/ Estante 10mm;0.00;Unidad;2;5;
0769;Esquinero p/ Vidrio;0.00;Unidad;2;5;
0770;Grampa p/ Vidrio;0.00;Unidad;2;5;
0771;Bisagra Pivot p/ Vitrina (par);0.00;Unidad;2;5;
0772;Tirador p/ Puerta Vitrina;0.00;Unidad;2;6;
0773;Perfil de PVC p/ Vitrina Corrediza (par);0.00;M.L.;2;6;
0774;Perfil Superior p/ Vitrina Corrediza;59.50;M.L.;2;6;
0775;Perfil Intermedio p/ Vitrina Corrediza;68.60;M.L.;2;6;
0776;Perfil Inferior p/ Vitrina Corrediza;57.86;M.L.;2;6;
0777;Carro Ruleman p/ Vitrina Corrediza;4.96;Unidad;2;6;
0778;Cerradura Serrucho p/ Vitrina Corrediza;13.25;Unidad;2;6;
0779;Cortavidrios Silberschnitt (Original);0.00;Unidad;11;39;
0780;Cortavidrios Silberschnitt (Alternativo);0.00;Unidad;11;39;
0781;Cortavidrios Toyo;0.00;Unidad;11;39;
0782;Pinza Plana para vidrios;0.00;Unidad;11;40;
0783;Perfil J de Aluminio Natural;0.00;M.L.;15;15;
0784;Perfil J de Aluminio Pintado;0.00;M.L.;15;15;
0785;Perfil F de Aluminio Natural;0.00;M.L.;15;15;
0786;Perfil F de Aluminio Pintado;0.00;M.L.;15;15;
0787;Perfil U de Aluminio Natural 15x25;0.00;M.L.;15;15;
0788;Perfil U de Aluminio Pintado 15x25;0.00;M.L.;15;15;
0789;Perfil U de Aluminio Anodizado 15x25;0.00;M.L.;15;15;
0790;Perfil U de Aluminio Natural 15x40;0.00;M.L.;15;15;
0791;Perfil U de Aluminio Pintado 15x40;0.00;M.L.;15;15;
0792;Perfil U de Aluminio Anodizado 15x40;0.00;M.L.;15;15;
0793;Paño Fijo;0.00;Unidad;6;15;
0794;Paño Fijo c/ Vidrio Repartido;0.00;Unidad;6;15;
0795;Ventana Corrediza 2 hojas;0.00;Unidad;6;15;
0796;Ventana Corrediza 3 hojas;0.00;Unidad;6;15;
0797;Ventana Corrediza 4 hojas;0.00;Unidad;6;15;
0798;Ventana Corrediza 2 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0799;Ventana Corrediza 3 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0800;Ventana Corrediza 4 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0801;Ventana de Rebatir 1 hoja;0.00;Unidad;6;15;
0802;Ventana de Rebatir 2 hojas;0.00;Unidad;6;15;
0803;Ventana de Rebatir 3 hojas;0.00;Unidad;6;15;
0804;Ventana de Rebatir 4 hojas;0.00;Unidad;6;15;
0805;Ventana de Rebatir 1 hoja c/ Vidrio Repartido;0.00;Unidad;6;15;
0806;Ventana de Rebatir 2 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0807;Ventana de Rebatir 3 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0808;Ventana de Rebatir 4 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0809;Ventana Guillotina;0.00;Unidad;6;15;
0810;Ventana Guillotina c/ Vidrio Repartido;0.00;Unidad;6;15;
0811;Ventana Oscilobatiente;0.00;Unidad;6;15;
0812;Ventana Oscilobatiente c/ Vidrio Repartido;0.00;Unidad;6;15;
0813;Ventiluz;0.00;Unidad;6;15;
0814;Banderola;0.00;Unidad;6;15;
0815;Puerta Corrediza 2 hojas;0.00;Unidad;6;15;
0816;Puerta Corrediza 3 hojas;0.00;Unidad;6;15;
0817;Puerta Corrediza 4 hojas;0.00;Unidad;6;15;
0818;Puerta Corrediza 2 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0819;Puerta Corrediza 3 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0820;Puerta Corrediza 4 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0821;Puerta de Rebatir 1 hoja;0.00;Unidad;6;15;
0822;Puerta de Rebatir 2 hojas;0.00;Unidad;6;15;
0823;Puerta de Rebatir 1 hoja c/ Vidrio Repartido;0.00;Unidad;6;15;
0824;Puerta de Rebatir 2 hojas c/ Vidrio Repartido;0.00;Unidad;6;15;
0825;Marco Solo para Puerta Placa;0.00;Unidad;6;15;
0826;Celosía Corrediza;0.00;Unidad;6;15;
0827;Celosía de Rebatir;0.00;Unidad;6;15;
0828;Persiana de Enrollar;0.00;Unidad;6;15;
